T
D,8,10
D,8,1
D,8,5
D,8,4
N,165,8,1,13
50901,8,8
96895,8,1
5703,8,7
96852,8,5
40293,8,3
28383,8,4
88611,8,2
72798,8,5
92391,8,9
97511,8,9
48675,8,8
73415,8,10
89669,8,6
D,8,10
D,8,7
P,8,1,2146,66.11
P,8,1,2255,3459.92
D,8,8
D,8,8
D,8,6
D,8,9
D,8,5
D,8,8
D,8,4
O,8,2,378
D,8,1
N,2275,8,2,5
1601,8,5
37582,8,10
11827,8,9
97975,8,7
4119,8,4
N,942,8,1,17
63918,8,3
77543,8,7
44453,8,10
5927,2,5
39347,8,7
84710,8,4
30175,8,3
35814,8,9
6086,8,6
65223,8,3
15431,8,3
31269,8,4
24290,8,8
54431,8,6
54726,8,6
73438,8,8
89799,8,7
N,1793,8,2,7
15575,8,1
14743,8,9
65183,8,9
85731,8,7
5699,8,9
9703,8,4
48871,8,7
N,1122,8,1,8
73389,8,10
96402,8,8
11878,8,7
16423,8,4
9059,8,7
24295,8,6
15847,8,8
44004,8,3
N,241,8,1,18
56995,8,6
59543,8,9
5443,8,2
89317,8,6
10683,4,2
80614,8,3
23239,8,6
54982,8,10
79495,8,7
11900,8,5
81603,8,4
9715,8,1
24231,8,2
57047,8,1
15839,8,7
65215,8,6
88791,8,9
25700,8,10
N,563,8,2,9
1087,8,10
30435,8,5
15295,8,10
23135,8,2
76647,8,3
56741,8,10
9918,8,6
46759,8,2
48871,8,7
N,1274,8,1,12
65255,8,10
36431,8,6
80039,8,3
31921,8,7
48567,8,10
21959,8,2
87970,8,1
94803,8,3
4130,8,2
28135,8,9
36575,8,5
30934,6,6
N,2307,8,1,15
57023,8,8
14086,8,2
81634,8,7
15751,8,2
86720,8,6
11429,8,8
44164,8,8
47847,8,5
93911,8,5
39823,8,3
79527,8,10
57061,8,1
69103,8,3
16103,8,6
38055,8,2
N,2607,8,1,11
73443,8,8
69327,8,8
39298,8,5
24295,8,10
65222,8,8
52839,8,9
32487,8,3
39653,8,9
97990,8,3
15799,8,4
13942,8,3
N,1537,8,1,18
63205,8,2
89827,8,8
62167,8,6
48803,8,6
16039,8,3
7748,8,4
97695,8,1
72023,8,3
48871,8,6
48611,8,3
32167,8,7
81383,8,4
31591,2,6
55366,8,5
92774,8,6
97895,8,3
71,8,1
81607,8,3
N,321,8,1,11
54942,8,6
89829,8,1
89063,8,3
16015,8,1
28867,8,2
38033,8,1
32231,8,3
89702,8,8
46398,8,4
12007,8,7
64231,8,10
N,139,8,2,14
20194,8,3
23186,8,3
32167,8,5
63975,8,9
62887,8,1
47813,8,8
55855,8,7
89752,8,10
73408,8,7
93815,8,10
78531,8,9
32391,8,7
19133,8,7
57031,8,9
N,1203,8,2,15
23925,8,1
73047,8,4
15774,8,8
22183,8,6
56916,8,5
85607,8,4
36547,8,8
19247,8,10
5350,8,9
40675,8,10
16003,8,4
32463,8,10
63863,8,5
31771,8,3
80614,8,9
N,67,8,2,8
23200,8,1
15831,8,4
87178,8,7
32359,8,3
61159,8,5
39511,8,9
73191,8,9
73357,8,10
N,1027,8,1,18
69351,8,6
61374,8,8
12002,8,3
48871,8,6
19078,8,1
63191,8,9
73314,8,4
81351,8,6
26294,8,9
19877,8,10
24059,8,10
44645,8,8
64207,8,9
44726,8,6
11790,8,9
70331,8,8
32483,8,2
81634,8,3
N,251,8,2,6
39271,8,10
87628,8,4
86725,8,4
64799,8,7
16011,8,3
22239,8,8
N,1219,8,1,14
5441,8,6
4935,8,10
48419,8,9
40451,3,5
11815,8,3
85732,8,2
32095,8,7
95879,8,1
31449,8,6
61158,8,6
12007,8,7
22615,8,1
68711,8,2
42211,8,3
N,2819,8,2,5
40669,8,10
40159,8,6
98023,8,6
93791,8,7
11167,8,1
N,1259,8,1,10
16092,8,4
96967,8,2
32484,8,6
5905,8,1
44703,8,8
89558,8,8
69335,8,9
40415,8,2
65119,8,9
46503,8,3
N,2810,8,2,20
17463,8,4
62114,8,2
81623,8,5
48871,8,3
27877,8,2
65223,8,8
40615,8,4
35956,8,6
11927,8,7
46551,8,8
76314,8,7
46816,8,7
82629,8,5
91591,8,1
14023,8,8
64585,8,6
40521,8,8
65063,8,5
16102,8,9
24263,8,8
N,2259,8,1,16
97857,8,10
65121,8,6
88533,8,9
29159,8,8
97815,8,1
44710,8,6
34471,8,4
88615,8,5
15831,8,4
81619,8,10
30182,8,6
54983,8,3
45794,8,6
48866,8,6
81319,8,5
2105,8,1
N,1283,8,1,7
21657,8,1
32192,8,5
16007,8,9
3904,8,6
30139,8,3
14047,8,6
79335,8,5
N,1987,8,2,18
68324,8,3
89554,8,8
48871,8,3
8006,8,10
55875,8,10
28094,8,9
27869,8,9
5895,8,3
66715,8,9
30023,8,10
80993,8,6
87713,8,1
71079,3,8
957,8,2
5591,8,4
3138,8,6
93927,8,5
89822,8,1
N,763,8,2,12
7579,8,2
38113,8,2
80359,8,1
85410,8,8
97885,8,1
95558,8,3
56527,8,8
93888,8,4
6055,8,7
72167,8,2
14055,8,3
8263,8,6
N,1267,8,1,7
31972,8,9
88383,10,5
6213,8,9
75487,8,2
65095,8,3
90855,8,8
31287,8,10
N,106,8,1,8
2081,8,9
21990,8,3
13381,8,3
56907,8,2
52141,8,10
81607,8,4
15423,8,5
64343,8,2
N,331,8,2,19
64703,8,1
583,8,8
72331,8,3
22234,8,4
47199,8,7
42559,8,9
72935,8,3
32358,8,6
92570,8,3
8126,8,6
81638,8,5
3138,8,2
1985,8,3
65093,8,8
23781,8,3
95843,8,3
30341,8,3
53979,8,5
69317,8,8
N,1121,8,2,6
6210,8,3
88035,8,9
91751,8,10
81631,8,10
18131,8,9
81383,8,7
N,1795,8,2,13
22119,8,9
64431,8,6
31328,8,5
75044,8,5
48327,8,5
9798,8,2
15783,8,3
31719,8,10
15823,8,4
87779,8,5
89829,8,10
15847,8,10
96935,8,2
N,1236,8,1,15
40487,8,6
80088,8,6
48855,8,7
89701,8,10
48807,8,1
40678,8,4
67159,8,9
64774,8,5
24295,8,1
73419,8,6
58535,8,1
63143,8,10
82631,8,1
3829,8,6
40167,8,5
N,1133,8,2,17
40423,8,6
77286,8,4
21783,8,7
50917,8,7
23271,8,2
19071,8,5
55015,8,1
23775,8,3
24157,8,2
65188,8,10
39491,8,8
65127,8,6
23671,8,5
97927,8,10
78567,8,6
94943,8,10
64211,8,2
N,197,8,2,13
52327,8,7
89831,8,9
40551,8,8
5955,8,2
71335,8,3
61146,8,7
15186,8,6
95429,8,7
88733,8,10
77030,8,8
73447,8,6
36293,8,3
98007,8,3
N,2306,8,1,9
29911,8,2
3879,8,2
29415,8,9
87775,8,9
92391,8,4
69079,8,4
28387,8,7
96215,8,2
98017,8,3
N,2539,8,1,17
72294,8,7
23131,8,8
64071,8,10
35500,8,9
48357,8,9
72153,8,3
58946,8,3
80487,8,1
96871,8,8
48671,8,7
47523,8,8
59964,8,8
73367,8,10
88807,8,2
2108,8,7
56005,8,7
56517,8,5
N,2231,8,1,17
32487,8,5
73447,8,6
79460,8,3
24292,8,8
95399,8,2
48675,8,3
73427,8,1
25823,8,7
83623,8,5
92903,8,6
63207,8,7
15205,8,2
38115,8,4
95941,8,6
15905,8,4
64199,8,2
88905,8,7
N,119,8,2,8
22758,8,7
29159,8,5
57575,8,2
63717,8,4
4166,8,6
72870,8,4
96903,8,4
23943,8,4
N,2243,8,1,14
64098,8,4
31974,8,10
81365,8,1
90839,8,7
15943,8,1
97637,8,5
65092,8,2
54295,8,2
56993,8,7
79545,8,8
87524,8,1
79591,8,4
56471,8,6
6087,4,9
N,1215,8,2,12
16089,8,2
26335,8,9
28319,8,5
56677,8,5
15821,8,5
16087,8,5
22085,8,4
62437,8,1
73445,8,6
87701,8,5
23715,8,9
55772,8,7
N,979,8,1,8
27655,8,1
15845,8,3
64038,8,5
39355,8,9
20959,8,6
58853,8,5
98871,8,4
96955,8,6
N,315,8,1,9
8414,8,7
65236,8,5
22207,8,9
44133,8,3
34535,8,5
84198,8,6
40551,8,10
29232,8,3
1351,8,1
N,1243,8,1,17
95975,8,2
47635,8,10
98023,8,6
40659,8,5
69237,8,6
19942,8,3
89823,8,10
89191,8,4
21063,8,8
4023,8,4
22199,8,7
89749,8,8
40535,8,2
22166,8,4
97763,8,5
36579,8,2
42707,8,3
N,2049,8,1,20
15442,8,8
52964,8,9
42701,8,2
89698,8,10
63159,8,5
24131,8,8
74205,8,10
34351,8,10
47840,8,10
61025,8,6
15030,8,5
3831,8,5
31975,8,8
73447,8,1
40615,8,6
71013,8,10
62,8,7
3287,8,4
72887,8,4
81255,8,7
N,2196,8,2,14
40676,8,9
81574,8,8
40165,8,2
46567,8,9
81106,8,1
65255,8,4
37543,8,7
11235,8,2
92844,8,4
79061,8,10
64167,8,3
56807,8,10
31447,8,6
59874,8,8
N,1795,8,2,17
47822,8,1
13985,8,4
96423,8,6
34854,8,5
32231,8,1
31428,8,7
69075,8,1
84551,8,4
87463,8,10
18151,8,9
68270,8,3
15523,8,10
35486,8,2
20181,8,8
71270,8,3
74471,8,8
85709,8,8
N,609,8,1,8
81351,8,6
32403,8,2
8003,10,1
80546,8,6
88807,8,1
53835,8,7
71509,8,8
15160,8,10
N,2659,8,1,9
80991,8,4
9221,8,5
56548,8,6
88771,8,2
38625,8,2
72803,8,4
80606,8,1
39521,8,8
60575,8,1
N,1187,8,1,15
40679,8,10
65254,8,3
58019,8,1
40629,8,4
89733,8,1
96487,8,4
89590,8,4
70287,8,8
51854,8,7
16087,8,1
56527,8,7
5779,8,9
39779,8,8
73887,8,5
14695,8,8
N,1763,8,1,19
74947,8,10
14941,8,5
72123,8,1
56871,8,3
81599,8,3
61520,8,4
65255,8,10
72933,8,10
98002,8,8
11491,8,1
40164,8,1
30365,8,2
25062,8,3
97731,8,8
31317,8,3
5983,8,5
32451,8,5
16019,8,9
28310,8,4
N,1248,8,2,13
44773,8,9
5671,8,3
48259,8,9
44210,8,7
43227,8,7
86687,8,4
13975,8,8
92223,8,4
35911,8,6
5895,8,4
32485,8,10
15581,8,8
97991,8,2
N,247,8,2,6
38115,8,8
85639,8,9
46950,8,4
97863,8,5
1093,8,8
97219,8,8
N,2306,8,2,15
89251,8,1
39653,8,6
65959,8,7
24227,8,4
81505,8,3
64187,8,4
96997,8,1
96487,8,9
48852,8,6
71838,8,8
48743,8,2
48807,8,5
40103,8,7
32015,8,8
31325,8,8
N,1267,8,2,18
18575,8,3
48276,8,9
46743,8,2
71886,8,3
13527,8,3
89675,8,6
26583,8,1
48717,8,6
2619,8,10
89318,8,5
91866,8,5
81510,8,5
56789,8,5
89569,8,7
79170,8,7
56926,8,9
65115,8,1
32349,8,8
N,2306,8,2,9
62966,8,10
63171,8,3
5164,8,10
87783,8,6
8103,8,6
96995,8,10
65251,8,9
31195,8,2
80551,2,8
N,34,8,1,9
57045,8,8
29411,8,6
11314,8,10
62950,8,10
65255,8,9
24227,8,2
72164,8,6
13522,8,10
36376,8,10
N,2803,8,1,18
81637,8,6
87095,8,6
71814,8,10
37789,8,5
5894,8,5
22692,8,4
9804,8,3
39911,8,7
89719,8,7
88294,8,3
55015,8,6
52967,8,4
69031,8,8
89731,8,6
70370,8,9
61025,8,9
97886,8,6
95969,8,10
N,762,8,2,14
40423,8,4
65221,8,10
79591,8,5
2083,8,2
81509,8,5
1842,8,7
22078,8,9
71398,8,3
14819,8,3
88807,8,2
93351,8,3
20183,8,9
11762,8,10
87972,8,10
N,115,8,1,11
1791,8,2
56551,8,5
5125,2,8
97756,8,6
85107,1,2
25287,8,3
64695,8,6
45100,8,3
97223,8,5
89319,8,5
62583,8,6
N,1275,8,2,16
98020,8,6
10855,8,10
71347,8,6
67297,8,4
55894,8,7
97951,8,8
61142,8,3
95877,8,3
48869,6,10
68835,8,4
40549,8,1
79079,8,3
96167,8,10
56163,8,3
18855,8,2
3575,8,7
N,684,8,2,7
48157,8,4
64101,8,7
98021,8,7
5161,8,1
79507,8,6
80027,8,10
97956,8,3
N,331,8,1,13
10981,8,1
97366,8,7
32151,8,3
88341,8,4
97766,8,9
6343,8,6
40166,8,1
55014,8,6
64222,8,5
30214,8,10
89575,8,3
97598,8,6
48359,8,7
N,324,8,1,19
94951,8,5
65108,8,8
47700,8,1
96479,8,2
65243,8,4
2021,8,9
39623,8,4
23253,8,9
41443,8,9
10150,8,8
96743,8,5
54759,8,9
72419,8,8
31463,8,6
64741,8,3
78621,8,6
67223,8,9
44734,8,9
93924,8,9
N,331,8,2,10
1901,8,3
14951,8,6
56903,8,4
91853,8,2
89793,8,5
13794,8,6
31435,8,9
10983,8,1
2101,8,7
60819,8,9
N,1204,8,1,18
97446,8,5
89540,8,6
57038,8,8
73438,8,1
65191,8,4
96987,8,5
56487,8,3
17503,8,1
43740,8,7
15423,8,9
99559,8,7
44709,8,2
79575,8,3
9470,8,7
97511,8,9
1350,8,10
84071,8,3
21590,8,7
N,263,8,1,8
94807,8,5
6100,8,1
16062,8,2
15011,8,6
36565,8,2
32115,5,6
86083,8,1
88543,8,5
N,2211,8,2,6
40677,8,4
56911,8,9
5891,8,10
56913,8,5
