P,2,6,75,1471.35
P,2,6,331,4465.77
P,2,7,1527,1451.2
P,2,7,2239,3720.5
P,2,7,2045,4129.67
P,2,6,1982,1043.1
P,2,6,2162,3804.03
P,2,6,1027,1003.01
P,1,5,2111,4845.23
P,2,6,2265,1524.19
P,2,7,1795,543.22
P,2,6,1091,2067.14
P,7,4,2595,2524.8
P,2,6,75,2575.03
P,2,6,1163,3857.63
P,2,6,2591,2200.98
P,9,2,319,114.24
P,2,6,2107,2712.0
P,2,7,2307,526.89
N,322,2,7,12
53411,2,1
81563,2,8
11907,2,4
97115,2,4
4387,2,3
97995,2,6
40469,2,1
86471,2,9
72159,2,2
98011,2,7
65223,2,5
95965,2,3
N,1263,2,6,16
4678,2,7
23270,2,4
13911,2,7
76485,2,5
13284,2,4
34263,2,2
55732,2,3
55975,2,3
71379,2,5
48351,2,5
60611,2,9
39910,2,8
69343,2,8
31713,2,3
15076,2,7
40167,2,1
N,195,2,6,19
48589,2,4
46341,2,8
31463,2,7
19921,2,3
5353,2,6
89815,2,6
81494,2,3
24039,2,4
89812,2,7
89548,2,7
14042,2,1
24189,2,4
68837,2,5
15335,2,1
32275,2,3
22215,2,4
54983,2,2
67749,2,3
3655,2,2
N,1261,2,6,13
61131,2,10
64982,2,10
47030,2,8
28379,2,3
39653,2,5
89555,2,2
29381,2,3
13983,2,8
80255,2,5
80471,2,6
91740,2,3
72422,2,10
81380,2,2
N,1985,2,7,8
11103,2,4
23271,2,2
11974,2,8
6212,2,1
32071,2,7
24151,2,5
47475,2,10
15267,2,8
N,331,2,7,9
31239,2,6
48103,2,5
73381,2,6
73254,2,10
56854,2,9
65255,2,1
27358,2,6
92871,2,4
38883,2,9
N,275,2,6,15
92903,2,1
88749,2,10
44729,2,7
1987,2,1
98011,2,6
6207,2,6
70823,2,9
15482,2,6
87702,2,9
50411,2,1
27078,2,10
32439,2,7
40607,2,10
64741,2,8
15966,2,6
N,1280,2,7,18
36396,2,3
46822,2,5
19046,2,4
45582,2,3
64161,2,1
29907,2,7
6211,2,5
6211,2,10
48455,2,8
4135,2,6
32487,2,10
89286,2,2
48479,2,4
9934,2,6
88635,2,7
32438,2,5
61667,2,3
53732,2,7
N,1643,2,6,5
13862,2,5
70085,2,10
65108,2,1
72999,2,3
46791,2,4
N,25,2,7,16
81511,2,10
65254,2,5
79557,2,8
40055,2,6
65242,2,1
52519,2,3
19622,2,8
72307,2,6
72081,2,4
63955,2,4
32453,2,10
30358,2,9
5574,2,2
72603,2,7
79295,2,5
38629,2,5
N,74,2,6,13
65255,2,9
69191,2,9
18134,2,9
73447,2,1
29926,2,3
73250,2,5
38855,2,1
57062,2,9
48611,2,7
89437,2,9
56957,2,1
87487,2,6
96997,2,5
N,513,2,7,19
21070,2,4
48871,2,9
79175,2,2
46803,2,1
6084,2,9
96895,2,4
57057,2,3
59522,2,10
89551,2,4
46739,2,1
73430,2,2
15847,2,2
38986,2,4
97738,2,5
57042,2,7
80290,2,6
85470,2,3
14565,2,7
53845,2,1
N,2127,2,7,14
81595,2,5
69311,2,9
37927,2,10
53926,2,6
65111,2,1
15975,2,9
89719,2,1
73447,2,3
53463,2,10
40511,2,1
24167,2,2
64222,2,1
27623,2,6
17895,2,5
N,2304,2,7,5
45215,2,8
96967,2,4
81623,2,2
72615,2,4
8806,2,10
N,1247,2,7,6
73283,2,8
24286,2,1
962,2,3
14573,2,1
16093,2,5
39847,2,6
N,2049,2,6,18
40095,2,7
63591,2,6
80213,2,7
44627,2,1
9947,2,1
62980,2,5
81605,2,1
32318,2,3
5383,2,9
24097,2,5
16103,2,6
48871,2,8
50855,2,8
95975,2,3
61093,2,3
12741,2,7
56895,2,10
75478,2,8
N,1199,2,7,14
32355,2,5
25631,2,6
47579,2,10
7999,2,7
73055,2,5
72295,2,4
65063,2,8
44390,2,10
88519,2,9
1087,2,7
1855,2,7
72935,2,4
32191,2,7
81503,2,7
N,2263,2,7,7
5829,2,6
78560,2,9
15045,2,2
63170,2,4
11461,2,8
89286,2,9
4983,2,2
N,2803,2,6,14
71910,2,9
38495,2,10
81281,2,10
97974,2,1
30423,2,8
62087,2,7
32230,2,1
97978,2,7
24189,2,7
31943,2,10
28337,2,10
23781,2,8
14726,2,7
30437,2,8
N,2995,2,7,15
73013,2,2
32205,2,5
40143,2,2
61159,2,10
48791,2,9
81639,2,7
1059,2,8
28350,2,4
15527,2,3
80902,2,8
64677,2,1
52967,2,4
74319,2,4
95627,2,2
22143,2,5
N,2297,2,6,11
47845,2,5
13734,2,7
7711,2,7
52199,2,10
3202,2,1
82133,2,2
69331,2,1
71391,2,2
72403,2,4
47847,2,4
9342,2,9
N,139,2,7,18
96484,3,2
56451,2,5
76510,2,8
88869,2,10
21787,2,8
8256,2,9
52690,2,9
69991,2,2
15206,2,1
68740,2,10
28839,2,9
99046,2,9
1975,2,6
1847,2,1
15045,2,3
79590,2,9
48858,2,9
81118,2,7
N,2755,2,7,19
40669,2,4
69281,2,10
16032,2,8
10630,2,7
48262,2,8
68830,2,3
46822,2,1
35559,2,9
48859,2,4
4635,2,6
40609,2,2
25827,2,3
30305,2,7
91206,2,6
73367,2,7
61031,2,8
97762,2,9
70267,2,3
89699,2,5
N,995,2,7,6
40165,2,9
88254,2,5
46021,2,3
65350,2,10
26139,2,2
40422,2,8
N,771,2,6,5
30405,2,10
40556,2,3
40671,2,2
41059,2,2
6182,2,2
N,1659,2,6,15
44261,2,2
81636,2,10
72870,2,9
32475,2,9
6015,2,9
70375,2,10
57061,2,3
6149,2,7
64229,2,7
96615,2,7
14053,2,5
57063,2,5
7735,2,10
56541,2,9
79015,5,9
N,185,2,7,20
40422,2,5
56990,2,9
16102,2,7
31424,2,7
13687,2,3
13797,2,6
57019,2,1
28391,2,8
44195,2,6
21671,2,5
48295,2,7
42725,2,7
24021,2,4
73443,2,9
22995,2,10
64161,2,3
73333,2,5
48838,2,6
30374,2,7
40677,2,10
N,2258,2,6,19
24242,2,8
56871,2,5
56543,2,3
40484,2,3
59495,2,3
64742,2,6
31975,2,7
81494,2,10
22989,2,6
80611,2,1
11323,2,4
40397,2,6
44773,2,2
83423,2,8
44262,2,1
87522,2,8
71879,2,2
88517,2,3
65255,2,8
N,1271,2,6,8
27078,2,3
81631,2,4
81125,2,7
95955,2,10
65061,2,5
47801,2,7
80615,2,10
6023,2,7
N,2519,2,6,7
98016,2,1
79543,2,5
97762,2,5
84327,2,9
46727,2,10
93729,2,7
27751,2,8
N,2159,2,6,5
5126,2,4
49063,2,5
32143,2,3
15824,2,5
23910,2,1
N,35,2,7,17
89063,2,5
44719,2,10
42115,2,8
60294,2,8
72291,2,9
52903,2,10
99045,2,10
6195,2,5
57055,2,2
32471,2,7
57059,2,10
13253,2,4
30387,2,3
78567,2,6
38599,2,6
11927,2,8
30439,2,9
N,2842,2,7,16
63550,2,6
4166,2,3
97991,2,2
30369,2,5
31175,2,2
6215,2,6
77333,2,2
56977,2,1
88805,2,9
36581,2,8
44775,2,5
13935,2,5
9271,2,9
22705,2,5
78519,2,8
65031,2,1
N,2480,2,6,19
51015,2,5
95925,2,8
56964,2,10
73395,2,1
24035,2,10
62179,2,7
27746,2,2
48294,2,3
56711,2,8
31399,2,5
24259,2,7
48600,2,8
12516,2,1
70903,2,10
77525,2,1
19927,2,1
21651,2,4
5695,2,8
17383,2,8
N,2305,2,7,19
81575,2,2
56863,2,9
79367,2,7
60615,2,4
73311,2,3
13957,2,4
14036,2,6
14759,2,5
38631,2,10
89319,2,2
