P,10,9,579,1131.53
P,10,10,1771,4578.08
P,5,2,2867,3586.66
N,971,10,8,12
24278,10,7
32285,10,1
82542,10,6
97734,10,3
71039,10,7
52455,10,7
73420,10,7
89445,10,6
92893,10,10
23974,10,3
15333,10,8
39654,10,2
N,2562,10,8,15
48581,10,3
36326,10,10
24131,10,2
97825,10,5
81635,10,7
6183,10,5
73347,10,9
43175,10,8
88667,10,10
40103,10,10
40675,10,1
8260,10,2
48455,10,7
37991,10,10
16103,10,8
N,2787,10,9,14
32485,10,6
67163,10,3
54432,10,4
15063,10,7
52959,10,8
72412,10,5
56741,10,2
53399,10,2
73087,10,2
54807,10,10
5959,10,8
65047,10,8
30695,10,10
73116,10,9
N,2291,10,8,19
61143,10,3
73290,10,9
81125,10,1
73443,10,5
81639,10,8
23771,10,5
48855,10,6
96967,10,8
37203,10,1
56423,10,10
81415,10,9
14821,10,5
45704,4,2
16066,10,7
23587,10,3
80325,10,3
85478,10,4
12998,10,10
95699,10,9
N,1781,10,8,5
48573,10,1
8005,10,4
72373,10,6
23218,10,2
36312,10,5
N,1698,10,9,8
8255,10,3
55179,10,1
23008,10,9
37283,10,6
5699,10,1
95463,10,2
15289,10,9
24279,10,2
D,10,7
N,675,10,10,18
48819,10,5
16094,10,3
5935,10,4
36030,10,1
38307,10,7
56971,10,8
72039,10,4
5959,10,9
6212,10,5
56903,10,9
94325,10,1
6725,5,8
15078,10,4
57029,10,2
95876,10,1
36558,10,3
43750,4,10
89831,10,4
N,327,10,9,20
89239,10,10
97987,10,10
69862,10,10
89799,10,2
45735,10,9
48839,10,9
65185,10,1
14787,10,2
20167,10,9
46815,10,3
38401,10,2
67298,10,3
64679,10,6
5959,10,4
40664,10,5
28386,10,8
13863,10,5
48615,10,7
21562,10,9
73447,10,2
P,8,3,2239,388.26
P,10,10,771,2718.03
P,10,10,2289,51.83
P,10,9,2815,1773.99
P,8,5,7,4875.47
N,2795,10,9,6
79588,10,2
39655,10,5
2106,10,4
85207,10,2
80933,10,2
85733,10,1
N,2267,10,9,16
11619,10,5
52831,10,6
28391,10,5
73319,10,8
64135,10,5
56775,10,1
63187,10,7
78547,10,5
48343,10,6
38567,10,4
19922,10,9
24167,10,7
15927,10,6
44775,10,10
57047,10,8
65239,10,4
N,2222,10,10,8
55431,10,2
55271,10,8
19143,10,2
6206,10,2
55251,10,1
11994,10,7
48615,10,7
71893,10,1
S,10,9,12,26
P,9,9,262,3990.38
P,10,10,1131,3525.13
P,10,9,2795,4511.46
P,10,8,299,196.75
P,10,9,1155,2247.01
P,10,10,2285,3338.0
P,10,10,1217,4194.35
P,10,8,2179,4491.03
P,10,9,1266,3252.91
P,10,8,331,648.25
P,10,10,1661,4320.26
P,10,10,1795,4658.18
P,10,8,2246,4635.49
P,10,8,1129,1130.28
P,10,10,1277,855.63
P,10,8,2929,308.79
P,10,10,2275,369.47
P,10,9,2306,2452.42
P,10,10,2558,4355.24
P,8,3,264,3677.91
P,10,10,2270,2047.55
P,10,9,2259,4509.07
P,10,9,2243,1162.09
P,10,9,1523,2583.48
P,10,8,1283,1388.67
P,10,10,2039,4955.93
P,10,10,691,2329.04
P,10,10,114,4509.0
P,10,10,1491,3653.77
P,10,8,1283,2894.2
P,10,10,1272,4776.54
P,7,3,1955,4976.67
P,10,8,2287,4008.83
P,10,9,1791,2471.38
P,10,8,1755,763.83
P,10,8,896,2852.06
P,10,9,267,4277.68
P,10,9,1155,3454.16
P,10,10,2043,2057.19
P,5,1,771,294.88
P,10,10,1121,720.9
N,2307,10,10,19
73247,10,7
41655,10,7
40473,10,3
71134,10,5
9381,10,8
46884,10,1
78310,10,9
44263,10,7
40645,10,9
38375,10,7
40036,10,3
72935,10,9
46787,10,5
13791,10,10
98003,10,9
32419,10,5
56423,10,9
61095,10,9
13535,10,7
N,895,10,10,20
48290,10,9
14406,10,9
62174,10,10
48847,10,4
81615,10,8
57053,10,10
98006,10,4
46693,10,4
69319,10,1
24029,10,9
57041,10,4
97891,10,9
31959,10,2
57059,4,9
44197,10,7
27875,10,6
32187,10,9
89565,10,8
45798,10,1
23,10,10
N,1251,10,10,17
36551,10,6
44255,10,4
40579,10,2
80604,10,7
73431,10,3
48871,10,10
28135,10,1
91863,10,9
40165,10,8
73447,10,3
20180,10,6
40657,10,8
85667,10,10
47333,10,9
57061,10,8
67803,10,10
65254,10,9
N,2226,10,9,15
30167,10,4
39139,10,10
79439,10,5
81295,10,10
6203,1,10
52381,10,5
31713,10,6
48870,10,2
24261,10,5
48839,10,4
92851,10,9
85157,10,6
5155,10,5
43030,10,2
31437,10,2
P,9,7,2691,39.65
P,10,8,1261,1714.78
O,10,10,2691
O,10,10,2083
D,10,3
P,10,10,1279,1615.71
P,10,9,314,2252.13
N,642,10,9,8
54371,10,6
40391,10,2
1927,10,1
47094,10,9
85727,10,1
98018,10,7
3655,10,3
11749,10,3
N,255,10,8,17
40167,10,1
61157,10,6
48839,10,1
40551,10,7
89827,10,5
65253,10,6
85222,10,9
68293,10,1
40263,10,6
73441,10,9
43717,10,7
44391,10,1
96791,10,2
14941,10,4
